Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
2278,CA-2014-104283,6/27/2014,6/27/2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,Cassandra Brandow,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,Not,85.98,1,0.00,22.35
2279,CA-2014-104283,6/27/2014,6/27/2014,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,Cassandra Brandow,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Not,223.96,4,0.00,53.75
2280,CA-2017-142622,10/30/2017,10/30/2017,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,Not,97.57,2,0.20,-6.10
2281,CA-2017-142622,10/30/2017,10/30/2017,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,Not,614.27,8,0.20,-23.04
2282,CA-2017-142622,10/30/2017,10/30/2017,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,Not,199.98,2,0.00,38.00
2283,CA-2016-132143,3/9/2016,5/9/2016,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,Chuck Magee,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Not,48.16,7,0.00,22.15
2284,CA-2015-153108,5/3/2015,9/3/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,Kelly Williams,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Not,23.92,2,0.00,6.70
2285,CA-2015-153108,5/3/2015,9/3/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,Kelly Williams,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,Not,60.69,7,0.00,16.39
2286,CA-2016-112676,5/5/2016,8/5/2016,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,Cassandra Brandow,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,Not,14.35,3,0.20,5.20
2287,CA-2017-165687,11/17/2017,11/23/2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South,Cassandra Brandow,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Not,35.04,2,0.00,12.26
2288,US-2017-112928,1/6/2017,5/6/2017,Second Class,BB-10990,Barry Blumstein,Corporate,United States,Toledo,Ohio,43615,East,Chuck Magee,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Not,17.48,5,0.20,1.31
2289,CA-2017-143343,10/6/2017,10/6/2017,First Class,BW-11200,Ben Wallace,Consumer,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-AR-10002375,Office Supplies,Art,Newell 351,Not,16.40,5,0.00,4.76
2290,CA-2017-115154,8/1/2017,11/1/2017,First Class,RS-19420,Ricardo Sperren,Corporate,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,Not,892.98,2,0.00,80.37
2291,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,Yes,287.97,3,0.00,77.75
2292,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Yes,595.38,6,0.00,297.69
2293,CA-2015-149342,4/20/2015,4/25/2015,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,Yes,12.96,2,0.00,6.22
2294,CA-2015-130995,1/11/2015,6/11/2015,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,New York,10009,East,Chuck Magee,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Not,4.95,1,0.00,1.34
2295,CA-2017-127929,12/23/2017,12/27/2017,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,Chuck Magee,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Not,181.95,3,0.00,38.21
2296,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Chuck Magee,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,Not,13.52,4,0.00,6.22
2297,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Chuck Magee,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Not,259.70,5,0.00,106.48
2298,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Chuck Magee,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,Not,42.95,1,0.00,1.29
2299,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Chuck Magee,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Not,1399.93,7,0.00,601.97
2300,CA-2015-113145,1/11/2015,5/11/2015,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,New York,10011,East,Chuck Magee,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,Not,503.96,4,0.00,125.99
2301,CA-2014-162362,11/14/2014,11/18/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,Kelly Williams,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,Not,12.72,3,0.00,6.36
2302,CA-2014-162362,11/14/2014,11/18/2014,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Midland,Michigan,48640,Central,Kelly Williams,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,Not,11.52,4,0.00,5.64
2303,CA-2016-106558,1/17/2016,1/21/2016,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Columbus,Georgia,31907,South,Cassandra Brandow,TEC-AC-10001142,Technology,Accessories,First Data FD10 PIN Pad,Not,316.00,4,0.00,31.60
2304,CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,Cassandra Brandow,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,Not,723.92,4,0.00,188.22
2305,CA-2017-157931,9/17/2017,9/22/2017,Second Class,MO-17800,Meg O'Connel,Home Office,United States,Roswell,Georgia,30076,South,Cassandra Brandow,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,Not,106.32,3,0.00,49.97
2306,CA-2016-115574,12/23/2016,12/24/2016,First Class,BP-11185,Ben Peterman,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Not,141.37,2,0.30,-14.14
2307,CA-2015-160794,6/8/2015,8/8/2015,First Class,MS-17980,Michael Stewart,Corporate,United States,Houston,Texas,77041,Central,Kelly Williams,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,Not,27.22,3,0.20,9.87
2308,CA-2017-116225,5/11/2017,9/11/2017,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,New York,10009,East,Chuck Magee,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,Not,390.75,5,0.00,171.93
2309,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Anna Andreadi,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,Not,280.79,1,0.20,35.10
2310,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Anna Andreadi,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",Not,68.45,4,0.20,7.70
2311,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Anna Andreadi,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,Not,88.04,5,0.20,6.60
2312,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Anna Andreadi,OFF-AR-10001955,Office Supplies,Art,Newell 319,Not,15.87,1,0.20,1.98
2313,US-2017-120418,11/6/2017,12/6/2017,First Class,BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,Anna Andreadi,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,Not,215.59,3,0.20,-48.51
2314,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Kelly Williams,OFF-LA-10004093,Office Supplies,Labels,Avery 486,Not,14.62,2,0.00,6.87
2315,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Kelly Williams,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Not,416.32,2,0.00,112.41
2316,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Kelly Williams,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,Not,43.00,5,0.00,20.21
2317,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Kelly Williams,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,Not,182.94,3,0.00,27.44
2318,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Kelly Williams,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,Not,60.83,7,0.00,30.42
2319,CA-2017-122035,7/20/2017,7/25/2017,Standard Class,EM-13825,Elizabeth Moffitt,Corporate,United States,Sioux Falls,South Dakota,57103,Central,Kelly Williams,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,Not,389.97,3,0.00,132.59
2320,CA-2015-117828,12/23/2015,12/26/2015,First Class,BD-11500,Bradley Drucker,Consumer,United States,Richmond,Virginia,23223,South,Cassandra Brandow,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Not,194.32,4,0.00,56.35
2321,CA-2017-165491,3/20/2017,3/24/2017,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Seattle,Washington,98115,West,Anna Andreadi,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Yes,265.93,7,0.00,63.82
2322,CA-2015-109470,12/31/2015,3/1/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,Not,94.74,3,0.00,44.53
2323,CA-2015-109470,12/31/2015,3/1/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Not,60.64,4,0.00,27.89
2324,CA-2015-109470,12/31/2015,3/1/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,Not,76.30,5,0.00,38.15
2325,CA-2015-109470,12/31/2015,3/1/2016,Second Class,KC-16255,Karen Carlisle,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,Not,364.80,12,0.00,167.81
2326,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,Not,79.87,3,0.20,29.95
2327,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Chuck Magee,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Not,46.38,1,0.20,1.16
2328,CA-2015-105102,9/15/2015,9/19/2015,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,Not,12.96,2,0.00,6.22
2329,CA-2017-138422,9/23/2017,9/26/2017,First Class,KN-16705,Kristina Nunn,Home Office,United States,Fort Collins,Colorado,80525,West,Anna Andreadi,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,Not,14.35,3,0.20,5.20
2330,US-2015-147739,12/25/2015,12/29/2015,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,Not,547.14,4,0.20,-68.39
2331,CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",Not,41.96,2,0.00,2.94
2332,CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Not,41.70,5,0.00,20.85
2333,CA-2017-169285,3/21/2017,3/25/2017,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,Kelly Williams,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Not,277.40,5,0.00,133.15
2334,CA-2017-169285,3/21/2017,3/25/2017,Standard Class,RW-19690,Robert Waldorf,Consumer,United States,Lafayette,Indiana,47905,Central,Kelly Williams,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,Not,5.78,1,0.00,2.83
2335,CA-2014-140886,9/30/2014,9/30/2014,Standard Class,KW-16570,Kelly Williams,Consumer,United States,Clarksville,Tennessee,37042,South,Cassandra Brandow,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,Not,69.22,6,0.20,11.25
2336,CA-2017-152695,10/12/2017,10/12/2017,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,Chuck Magee,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,Not,10.86,3,0.00,5.10
2337,CA-2017-152695,10/12/2017,10/12/2017,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,Connecticut,6824,East,Chuck Magee,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Not,426.79,7,0.00,123.77
2338,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,Not,25.92,4,0.00,12.44
2339,CA-2014-110639,8/23/2014,8/23/2014,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,New York,10009,East,Chuck Magee,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,Not,45.92,4,0.00,22.50
2340,CA-2014-121727,8/19/2014,8/24/2014,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,Not,10.72,2,0.20,1.74
2341,CA-2016-137736,10/11/2016,11/15/2016,Standard Class,DC-13285,Debra Catini,Consumer,United States,Warner Robins,Georgia,31088,South,Cassandra Brandow,OFF-AR-10004999,Office Supplies,Art,Newell 315,Not,41.86,7,0.00,10.47
2342,US-2014-143231,12/31/2014,3/1/2015,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,Chuck Magee,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,Not,63.20,5,0.00,23.38
2343,US-2014-143231,12/31/2014,3/1/2015,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,Massachusetts,2038,East,Chuck Magee,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Not,113.97,3,0.00,27.35
2344,US-2014-155894,7/26/2014,7/30/2014,Second Class,CL-11890,Carl Ludwig,Consumer,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Not,123.55,3,0.20,-29.34
2345,CA-2016-119025,2/22/2016,2/28/2016,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Kelly Williams,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,Not,490.32,9,0.00,137.29
2346,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Not,70.08,5,0.20,24.53
2347,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,Not,1.27,2,0.80,-2.16
2348,CA-2016-159373,3/13/2016,3/18/2016,Standard Class,LT-17110,Liz Thompson,Consumer,United States,San Antonio,Texas,78207,Central,Kelly Williams,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,Not,557.59,5,0.30,0.00
2349,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,Not,9.02,6,0.20,3.16
2350,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,Not,69.46,2,0.20,22.57
2351,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",Not,10.86,2,0.00,5.32
2352,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,Not,79.47,3,0.00,22.25
2353,CA-2017-109701,2/12/2017,3/12/2017,Same Day,AM-10360,Alice McCarthy,Corporate,United States,Los Angeles,California,90032,West,Anna Andreadi,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,Not,10.08,6,0.00,5.04
2354,CA-2015-111514,8/31/2015,8/31/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Not,1552.83,7,0.15,200.95
2355,CA-2015-111514,8/31/2015,8/31/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Not,137.24,5,0.20,46.32
2356,CA-2015-111514,8/31/2015,8/31/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10004864,Technology,Accessories,Memorex Micro Travel Drive 32 GB,Not,36.51,1,0.00,15.70
2357,CA-2015-111514,8/31/2015,8/31/2015,First Class,SC-20260,Scott Cohen,Corporate,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,Not,239.98,3,0.20,80.99
2358,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,Not,1579.75,7,0.40,-447.59
2359,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,Not,1071.58,4,0.40,-553.65
2360,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",Not,613.91,3,0.40,-122.78
2361,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,Not,34.86,7,0.00,16.38
2362,US-2014-148838,3/17/2014,3/21/2014,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,Not,155.04,4,0.00,75.97
2363,CA-2017-136497,4/16/2017,4/20/2017,Standard Class,RF-19840,Roy Französisch,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,Not,13.71,5,0.70,-10.05
2364,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Not,127.88,2,0.00,40.92
2365,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Not,160.32,2,0.00,44.89
2366,US-2016-108637,3/13/2016,3/18/2016,Standard Class,AB-10060,Adam Bellavance,Home Office,United States,Waynesboro,Virginia,22980,South,Cassandra Brandow,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,Not,46.00,4,0.00,20.70
2367,CA-2014-102295,11/24/2014,11/26/2014,Second Class,EH-13990,Erica Hackney,Consumer,United States,Sacramento,California,95823,West,Anna Andreadi,FUR-CH-10001714,Furniture,Chairs,"Global Leather & Oak Executive Chair, Burgundy",Not,120.71,1,0.20,-18.11
2368,CA-2017-123659,10/2/2017,10/2/2017,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,Maryland,20735,East,Chuck Magee,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),Not,23.12,4,0.00,11.33
2369,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,Chuck Magee,FUR-FU-10002298,Furniture,Furnishings,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Not,532.70,6,0.20,-26.64
2370,US-2016-129469,9/23/2016,9/27/2016,Standard Class,KL-16555,Kelly Lampkin,Corporate,United States,Fairfield,Ohio,45014,East,Chuck Magee,OFF-AR-10000315,Office Supplies,Art,"Dixon Ticonderoga Maple Cedar Pencil, #2",Not,4.91,2,0.20,0.31
2371,CA-2017-155152,7/7/2017,9/7/2017,Second Class,MP-17965,Michael Paige,Corporate,United States,Warwick,Rhode Island,2886,East,Chuck Magee,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,Not,252.00,4,0.00,93.24
2372,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,Not,60.29,8,0.60,-27.13
2373,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,OFF-FA-10000936,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,Not,2.63,1,0.20,0.82
2374,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,Not,23.69,9,0.20,7.70
2375,CA-2016-159940,7/7/2016,11/7/2016,Second Class,BF-11020,Barry Französisch,Corporate,United States,Aurora,Illinois,60505,Central,Kelly Williams,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,Not,253.37,2,0.30,-14.48
2376,CA-2017-119669,1/24/2017,1/30/2017,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Smyrna,Georgia,30080,South,Cassandra Brandow,OFF-FA-10000053,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,Not,5.67,3,0.00,0.11
2377,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,Not,76.78,4,0.70,-58.86
2378,US-2014-164616,8/19/2014,8/21/2014,Second Class,MS-17770,Maxwell Schwartz,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,Not,9.18,2,0.20,1.15
